count,47.0
mean,4.720340425921406
std,1.6693460084607743
min,1.8700000364333391
25%,4.31450002361089
50%,4.62699995841831
75%,4.9715000204741955
max,12.040000001434237
90%,5.56280001765117
Janks,0.0
Janks Per Second,0.0
Average FPS,88.0
