,name,pid,duration
224,qrtr-ns,991,0.009975000000018497
225,tftp_server,1043,0.001775999999971134
226,pm-service,1003,0.00100100000000225
227,imsdatadaemon,1723,0.0010070000000013124
228,rmt_storage,1037,0.0009160000000036916
229,ims_rtp_daemon,2527,0.0007120000000000459
230,pd-mapper,1001,0.0008160000000074774
231,pos.ads:service,2917,0.13705200000008944
232,irq/343-wdog-sn,441,2.400000000335467e-05
233,.habit.analysis,2918,0.14999999999996305
234,irq/327-usbin-i,430,0.00046299999999632746
235,kworker/3:1H,349,0.0003959999999878505
236,usap32,6841,0.0012229999999959773
237,usap32,6852,0.0012500000000059686
238,rutilsdaemon,6855,0.04984999999996376
239,weather.service,6865,0.11298700000005368
240,HwBinder:982_1,982,0.020832999999996105
241,usap32,6883,0.0011089999999995825
242,esepowermanager,938,0.001162000000007879
243,usap32,6910,0.0011030000000005202
244,qteeconnector@1,957,0.13833300000003845
245,com.coloros.sau,6927,0.1529040000000279
246,ros.gamespaceui,6937,0.1442509999999828
247,.localtransport,6939,0.10421200000006792
248,d.carrierconfig,6943,0.11839599999999706
249,droid.dynsystem,6946,0.1054489999999646
250,dpmd,1624,0.0009139999999945303
251,Binder:1280_1,1280,0.004182000000014341
252,kworker/4:1H,350,0.00025099999999866895
253,f2fs_discard-25,526,0.00010300000000285081
254,ksoftirqd/4,45,1.3000000002705292e-05
255,ip6tables-resto,1639,0.0064990000000051396
256,kworker/6:4,406,8.000000001118224e-06
257,transmessage@1.,1385,0.0009130000000041605
258,wlan_logging_th,1133,0.01198999999999728
259,wifi@1.0-servic,920,0.06266799999995243
260,cnss_diag,1180,0.2995660000000271
261,Binder:1313_2,1313,0.009429999999987615
262,Binder:1323_5,1323,0.0009370000000146206
263,omx@1.0-service,1339,0.017741999999941527
264,iptables-restor,7244,0.0076660000000075
265,gedprovisioning,7338,0.10680500000002979
266,ssioncontroller,7345,0.12943899999999786
267,viders.calendar,7368,0.13713200000003667
268,earme.romupdate,7379,0.19970599999999195
269,tcpdump,5646,5.600000000072214e-05
270,wificond,1338,0.019337000000007265
271,wpa_supplicant,3895,0.02944900000007067
272,scheduler_threa,3037,0.029873999999978196
273,sh,7501,0.01573199999996433
274,logcat,7510,0.5185900000001951
275,lcomm.telephony,7561,0.1185819999999751
276,ualcomm.qti.lpa,7564,0.11441100000002535
277,kloadclassifier,7570,0.114970000000028
278,m.android.email,7576,0.47174199999995636
279,HwBinder:1593_1,1593,5.899999999314787e-05
280,hans,7723,0.01236800000000926
281,HwBinder:2582_1,2582,0.0002780000000015548
282,alarm@1.0-servi,7781,0.030409000000005904
283,stant:edgepanel,7910,0.22312600000006455
284,mm.embms:remote,7926,0.15963399999991168
285,usap64,7928,0.007365999999990436
286,usap64,7930,0.0009360000000029345
287,kworker/2:0,30,8.800000000519503e-05
288,usap64,8120,0.005002999999980773
289,usap64,8122,0.005910000000000082
290,usap64,8125,0.0068119999999964875
291,usap64,8126,0.0014990000000025816
292,usap64,8128,0.0011499999999955435
293,configstore@1.1,903,0.0011899999999940292
294,netlink socket,1372,0.0010309999999904562
295,netmgrd,1373,0.001956999999997322
296,kworker/u16:6,279,9.000000005698894e-06
297,cnss-daemon,1497,0.00011500000000097543
298,cnd,1345,0.00017700000000075988
299,oae_server,2574,0.0007969999999843935
300,sleep,8505,0.01896800000000809
301,sh,8527,0.013728999999990776
302,sh,8529,0.004449999999998511
303,ps,8539,0.13298299999998875
304,atrace@1.0-serv,602,9.900000000584441e-05
