duration,pid,process_name,task_name,tid
20.479999999906795,1762,system_server,AlarmManager,2493
0.7120000000213622,1762,system_server,wifiAwareServic,2635
0.5300000000119098,1762,system_server,ClientModeImpl2,2529
0.5050000000323962,1762,system_server,EthernetService,2636
15.659000000042056,1762,system_server,WifiP2pService,2528
0.21899999998709063,1762,system_server,NetworkStatsObs,2929
0.21699999999214015,1762,system_server,OppoNotificatio,2571
4.015999999978703,1762,system_server,PermissionThrea,3301
0.36300000000721866,1762,system_server,PermissionMsgPe,3303
0.19899999999495321,1762,system_server,AccountManagerS,2489
0.032000000004472895,1762,system_server,OppoWakeLockChe,2639
